platform,source,original_name,original_label,disposition,rules,unified_key,reason,flow_group
ios,IOS-230,qa_report_sheet,QA 리포트 작성 시트,qa,X3,,QA 도구는 제품 화면 집계에서 제외합니다. 필요 시 별도 테스트용 측정으로 분리합니다.,
ios,IOS-231,card_game_boss,카드 보스전 (프로필 카드),screen,S1,S146,프로필 카드를 보스로 삼아 플레이합니다. 길게 누르기·밀기는 행동이고 게임이 시작될 때 목적지 방문을 보냅니다.,
ios,IOS-232,card_game_breakout,카드 블록깨기 게임,screen,S1,S147,작업물 카드의 벽돌을 깨는 게임입니다. 보스전과 방식이 달라 나누고 다음 카드로 새 판을 시작하면 새 방문입니다.,
aos,AOS-home,home,홈 탭,screen,S1,S030,크리에이터·작업물 카드를 둘러보는 홈 피드입니다. AOS 홈과 iOS 디스커버리의 역할을 맞추며 피드의 개별 카드 노출을 홈 재진입으로 세지 않습니다.,
aos,AOS-finder,finder,파인더 탭,screen,S1,S043,검색어 입력 전 콘텐츠를 둘러보는 탐색 출발점입니다. 검색 입력 보조 화면과 검색어를 적용한 결과는 나눕니다.,
aos,AOS-finder_search,finder_search,검색 탭 · 검색 화면(검색 전용 화면에서도 같은 이름),screen,S1,S044,검색어를 정하며 최근 검색·추천 카테고리를 봅니다. 검색창 초점만으로 추정하지 않고 실제 입력 화면이 나타날 때 보냅니다.,
aos,AOS-chatty,chatty,채티 탭 (대화방 상세는 별도 이름 없음),screen,M4 S1,S151 S152 S153,1:1·팀·프로젝트 대화가 모인 목록입니다. 바깥 채티 탭과 중복 발송하지 않습니다. 참여·추천 라운지를 탐색하는 목록입니다. 일반 대화 목록과 방문 목적이 달라 구분합니다. 참여·지원·추천 프로젝트를 보고 대화방 또는 상세로 이동하는 목록입니다.,
aos,AOS-my_page,my_page,마이페이지 탭,container,M1 M4 S1,,바깥 MY 탭의 발송을 제거하고 실제 내 프로필에서 my_profile을 한 번 보냅니다. 기존 my_page를 my_profile로 단순 치환하면 중복이 남으므로 호출부 한 곳을 제거해야 합니다.,
aos,AOS-finder_result_creator,finder_result_creator,검색 결과 · 크리에이터 탭,screen,S1,S045,검색어로 찾은 크리에이터 목록입니다. 작업물·프로젝트와 대상이 달라 나누고 해시태그 유입도 같은 결과 이름을 사용합니다.,
aos,AOS-finder_result_portfolio,finder_result_portfolio,검색 결과 · 작업물 탭,screen,S1,S046,검색어로 찾은 작업물 목록입니다. 정렬은 보는 방법만 바꾸므로 행동으로 기록하고 조회를 추가하지 않습니다.,
aos,AOS-finder_result_project,finder_result_project,검색 결과 · 프로젝트 탭,screen,S1,S047,검색어로 찾은 프로젝트 목록입니다. 크리에이터·작업물 결과와 대상 및 지원 경로가 달라 독립 이름을 둡니다.,
aos,AOS-user_detail,user_detail,타인 프로필 상세. 화면 안에서 다른 회원으로 넘기면 다시 발송,screen,M1 M4 S1,S052,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,
aos,AOS-portfolio_detail,portfolio_detail,작업물 상세,screen,S1,S036,작업물 한 편을 읽는 목적지입니다. 미디어 종류와 진입 위치는 이름을 나누지 않으며 다른 작업물로 넘기면 새 방문입니다.,
aos,AOS-inspiration_detail,inspiration_detail,인스퍼레이션 상세,screen,S1,S037,영감 한 편을 읽고 반응합니다. 홈·해시태그·좋아요 목록·업로드 완료 뒤의 진입을 같은 이름으로 맞춥니다.,
aos,AOS-project_detail,project_detail,프로젝트 카드 상세,screen,S1,S110,프로젝트 한 건의 모집 정보·작성자·지원 상태를 읽습니다. 지원서 작성·지원자 관리와 나누고 유입 경로로 이름을 늘리지 않습니다.,
aos,AOS-proposal_detail,proposal_detail,제안 상세,screen,S1,S114,협업 제안 한 건을 읽는 웹 목적지입니다. 실제 제안임이 확인될 때 쓰며 미등록 웹을 제안으로 추정하지 않습니다.,
aos,AOS-my_profile_card,my_profile_card,내 프로필 카드,screen,M1 M4 S1,S059,MY 바깥 탭과 안쪽 프로필에서 중복 발송하지 않습니다. 실제 전면 목적지 한 곳에서만 보냅니다.,
aos,AOS-my_profile_preview,my_profile_preview,내 프로필 미리보기(웹),screen,S1,S060,내 프로필이 타인에게 보이는 모습을 확인하고 공유합니다. 정상 MY 관리와 나누며 비공개 안내만 뜨고 미리보기가 열리지 않으면 보내지 않습니다.,
aos,AOS-my_page_menu,my_page_menu,설정 · 마이페이지 메뉴,screen,S1,S122,계정·알림·인맥·북마크 설정의 출발점입니다. AOS my_page_menu와 iOS 162행이 같은 허브이므로 settings_home으로 통일합니다.,
aos,AOS-user_resume,user_resume,이력서 화면,screen,S1,S085,학력·경력·수상·자격을 관리하는 이력 허브입니다. AOS user_resume과 iOS 커리어 관리를 대응시키고 이력을 타인에게 보여 주는 프로필과 나눕니다.,
aos,AOS-visitor_today_bottom_sheet,visitor_today_bottom_sheet,오늘 방문자 바텀시트,screen,S2,S061,오늘 내 프로필을 방문한 사람과 방문 수를 확인합니다. 시트 형태와 무관하게 목록 탐색이 있으며 타인 프로필에도 같은 기능이 있다고 가정하지 않습니다.,
aos,AOS-service_agreement,service_agreement,서비스 약관,screen,S1,S136,선택 동의의 현재 상태를 바꾸는 설정입니다. AOS 이름만 보면 전문 읽기처럼 보여 실제 토글 기능의 대응을 확인해야 합니다.,
aos,AOS-pending_agreement_detail,pending_agreement_detail,대기 중 약관 상세,screen,S1,S023,기존 회원이 개정 약관에 동의해야 앱 이용을 계속할 수 있는 관문입니다. 신규 가입 동의와 나누고 전문을 열면 agreement_document를 보냅니다.,
aos,AOS-shuffle_bundle,shuffle_bundle,셔플 묶음 화면,screen,S1,S050,고른 키워드의 콘텐츠 목록입니다. 가변 키워드 문자열은 이름에서 빼고 키워드를 고르는 추천 화면과 나눕니다.,
aos,AOS-member_profile_inspiration,member_profile_inspiration,타인 프로필 · 인스퍼레이션 탭,screen,M1 M4 S1,S052,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,
aos,AOS-bookmark_creator,bookmark_creator,북마크 · 크리에이터 탭,screen,S1,S142,저장한 크리에이터를 다시 찾습니다. 저장 작업물과 대상이 다르며 저장 완료 토스트는 목록 방문으로 세지 않습니다.,
aos,AOS-bookmark_portfolio,bookmark_portfolio,북마크 · 작업물 탭,screen,S1,S143,저장한 작업물을 다시 찾습니다. 설정·저장 안내의 유입은 합치고 작품 상세 방문과 나눕니다.,
aos,AOS-contacts_first_connections,contacts_first_connections,연락처 · 1촌 탭,screen,S1,S105,일촌 요청과 맺어진 일촌을 관리합니다. 타인의 관계를 조회하는 relation_list와 나누며 빈 목록도 같은 목적지입니다.,
aos,AOS-contacts_follower,contacts_follower,연락처 · 팔로워 탭,screen,S1,S106,나를 팔로우한 사람들을 확인합니다. 내가 팔로우하는 대상과 관계 방향이 달라 나누고 공유 안내는 빈 목록의 상태로 둡니다.,
aos,AOS-contacts_following,contacts_following,연락처 · 팔로잉 탭,screen,S1,S107,내가 팔로우한 사람·팀을 관리합니다. 팔로워와 대상 집합이 다르며 팀 상세를 실제 열면 team_detail로 이동합니다.,
aos,AOS-contacts_team,contacts_team,팀 홈,screen,M1 S1,S117,AOS 팀 홈과 iOS 팀 목록은 내 팀·합류 요청을 보고 응답하는 목적지입니다. 9/8 양쪽 코드에서 해당 구성을 확인했으며 3.0 실기기 일치는 별도 확인합니다.,
aos,AOS-discovery_recommend_keywords,discovery_recommend_keywords,키워드 추천,screen,S1,S049,키워드 카드를 섞어 볼거리를 고르는 추천 목적지입니다. 웹이어도 기능이 식별되므로 공용 웹뷰 이름 대신 이 이름을 보냅니다.,
aos,AOS-discovery_recommend_network,discovery_recommend_network,네트워크 추천,screen,S1,S051,인맥 다이얼에서 크리에이터를 둘러봅니다. 웹 안의 다이얼·미리보기는 같은 탐색으로 묶고 실제 앱 프로필로 이동하면 profile_detail을 보냅니다.,
aos,AOS-app_entry,app_entry,앱 첫 진입(스플래시),screen,S1,S001,로그인 여부와 무관하게 앱을 준비하는 시작 목적지입니다. 인트로 영상의 재생·사라짐은 같은 시작 방문의 상태로 보고 이름을 늘리지 않습니다.,
aos,AOS-signup_method,signup_method,가입 방법 선택,screen,S1,S003,소셜·이메일 중 인증 방법을 고르는 공통 출발점입니다. AOS 가입 방법 선택과 iOS 로그인·가입 랜딩의 역할을 대응시킵니다.,
aos,AOS-signup_terms,signup_terms,가입 약관 동의,screen,S2,S004,신규 가입에 필요한 동의를 선택·제출합니다. 약관 전문 읽기와 기존 회원 재동의는 목적이 달라 나눕니다.,
aos,AOS-portfolio_create,portfolio_create,작업물 종류를 고르기 전 진입 화면 (신규 작성에만 존재),screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다.,
aos,AOS-text_portfolio_create,text_portfolio_create,텍스트 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-img_portfolio_create,img_portfolio_create,이미지 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-video_portfolio_create,video_portfolio_create,영상 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-audio_portfolio_create,audio_portfolio_create,오디오 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-pdf_portfolio_create,pdf_portfolio_create,PDF 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-youtube_portfolio_create,youtube_portfolio_create,유튜브 작업물 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-text_portfolio_edit,text_portfolio_edit,텍스트 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-img_portfolio_edit,img_portfolio_edit,이미지 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-video_portfolio_edit,video_portfolio_edit,영상 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-audio_portfolio_edit,audio_portfolio_edit,오디오 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-pdf_portfolio_edit,pdf_portfolio_edit,PDF 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-youtube_portfolio_edit,youtube_portfolio_edit,유튜브 작업물 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-project_card_create,project_card_create,프로젝트 카드 작성,screen,S1,S093,새 프로젝트 카드로 모집 정보를 게시합니다. 제안·작업물 게시와 결과 대상이 다르며 배경·본문 입력은 내부 단계입니다.,
aos,AOS-project_card_edit,project_card_edit,프로젝트 카드 수정,screen,S1,S094,게시된 프로젝트의 모집 정보를 고칩니다. 신규 모집 게시와 나누되 진입 경로·미디어 종류별로 수정 이름을 늘리지 않습니다.,
aos,AOS-inspiration_create,inspiration_create,인스퍼레이션 작성,screen,S1,S095,새 영감 콘텐츠를 게시합니다. 포트폴리오로 게시 종류를 바꾸면 목적지가 달라져 portfolio_create로 전환합니다.,
aos,AOS-inspiration_edit,inspiration_edit,인스퍼레이션 수정,screen,S1,S096,게시된 영감을 고칩니다. 새 게시와 나누고 본문·미디어 수정 단계는 같은 방문으로 봅니다.,
aos,AOS-basic_info_id,basic_info_id,아이디 입력,screen,S1,S013,AOS 원본의 ‘온보딩 · 기본정보 입력’ 그룹과 iOS 12행의 ‘사용자 ID 만들기’가 근거입니다. 신규 가입에서 ID를 처음 정하므로 기존 프로필 링크를 바꾸는 my_info_id와 분리합니다.,
aos,AOS-basic_info_ko_name,basic_info_ko_name,한글 이름 입력,screen,S1,S014,AOS 온보딩 기본정보의 한글 이름과 iOS 가입 완료 단계의 이름 입력을 대응시킵니다. 기존 회원의 이름 수정은 my_info_name_ko로 구분합니다.,
aos,AOS-basic_info_en_name,basic_info_en_name,영문 이름 입력,screen,S1,S015,AOS 온보딩 기본정보에 속한 영문 이름 입력입니다. iOS에는 같은 가입 단계가 확인되지 않아 대응 검토가 필요하며 기존 영문 이름 편집과 합치지 않습니다.,
aos,AOS-basic_info_jobs,basic_info_jobs,직업 선택,screen,S1,S016,AOS 가입 기본정보에서 직업을 고르는 단계입니다. iOS 기존 직업 관리·추가와 목적이 다르며 실제 가입 단계가 있는지 확인해야 합니다.,
aos,AOS-basic_info_keyword_personal,basic_info_keyword_personal,키워드 · 성향,screen,S1,S017,AOS 가입 기본정보의 성향 키워드 단계입니다. 자기소개 전체를 만드는 과업의 내부 선택과 구분하고 iOS 가입 과정의 대응 여부를 확인합니다.,
aos,AOS-basic_info_keyword_working_preference,basic_info_keyword_working_preference,키워드 · 업무 성향,screen,S1,S018,AOS 가입 과정의 업무 성향 선택입니다. 성향·목표와 수집 항목이 달라 가입 퍼널에서 나누며 기존 자기소개 편집 탭에 이 이름을 보내지 않습니다.,
aos,AOS-basic_info_keyword_ambition,basic_info_keyword_ambition,키워드 · 목표,screen,S1,S019,AOS 가입 과정의 목표 키워드 선택입니다. 원본의 온보딩 그룹이 가입용이라는 근거이며 iOS 자기소개 등록과 자동으로 대응시키지 않습니다.,
aos,AOS-onboarding_cover_intro_profession,onboarding_cover_intro_profession,커버 소개 · 직업,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-onboarding_cover_intro_nickname,onboarding_cover_intro_nickname,커버 소개 · 닉네임,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-onboarding_cover_intro_ko_name,onboarding_cover_intro_ko_name,커버 소개 · 한글 이름,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-onboarding_cover_intro_tagline,onboarding_cover_intro_tagline,커버 소개 · 한 줄 소개,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-onboarding_cover_intro_media,onboarding_cover_intro_media,커버 소개 · 미디어,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-onboarding_cover_intro_profile_image,onboarding_cover_intro_profile_image,커버 소개 · 프로필 이미지,screen,M1 M3 S2,S025,두 OS의 커버 만들기를 하나의 과업으로 셉니다. AOS 여섯 단계가 iOS에 모두 존재한다고 가정하지 않습니다. 실제 단계는 step으로 기록하며 단계마다 화면 조회를 늘리지 않습니다. 문자열 치환만 하면 기존 단계·유형별 호출 횟수가 남습니다. 호출 생명주기도 공통 과업 진입 기준으로 바꿉니다.,
aos,AOS-proposal_create,proposal_create,협업 제안 · 작성(웹),screen,S1,S115,새 협업 제안을 작성합니다. AOS 원본에는 이름만 있고 발송은 없으므로 실제 화면과 진입 경로를 확인한 뒤 구현합니다.,
aos,AOS-proposal_edit,proposal_edit,협업 제안 · 수정(웹),screen,S1,S116,기존 협업 제안을 고칩니다. AOS는 이름만 정의돼 수집 중으로 해석할 수 없으며 생성·수정의 실제 분기를 확인해야 합니다.,
web,/?web_url=:url,,LandingPage,excluded,A2,,"Production renders no destination content of its own; this is a redirect carrier, so the destination page should be counted instead",
web,/my-notification,,MyNotificationLayout > NotificationPage,screen,"M1,S1",notification_center,The contract definition explicitly says this notification list body is rendered by web,채티
web,/my-notification/proposal-news,,MyNotificationLayout > ProposalNewsPage,screen,"S1,M2",notification_proposal_news,A dedicated new-proposal list in a native bottom sheet; it is narrower than the general notification center and absent from the 151-key contract,채티
web,/profile,my_resume,ProfileRoute -> ProfilePageV3 or ProfilePage,screen,"M1,M4",my_profile,The web resume/profile tab is a child presentation of the MY profile destination; current my_resume is not in the contract,마이
web,/profile/intro,,ProfileIntroPage,screen,M4,my_profile,"The intro URL is an internal tab of the same MY profile destination, not a new screen name",마이
web,/profile/intro/:uid,,MemberProfileIntroPage,screen,M4,profile_detail,The intro URL is an internal tab of the member profile destination,디스커버리
web,/profile/:uid,user_detail,MemberProfileRoute -> MemberProfilePageV3 or MemberProfilePage,screen,"M1,S1",profile_detail,Current user_detail is not in the contract; same member-profile purpose maps to profile_detail,디스커버리
web,/casting,,MainPage,screen,"M1,V1",project_list,"Legacy casting route is alive in App.tsx and has child navigation, but no current normal-journey caller to the root route was found in this web snapshot",디스커버리
web,/casting/apply,,ApplyFormPage > ApplyFormMain,excluded,"M1,M3,S2",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Legacy casting application is the project application composition task,
web,/casting/apply/portfolio,,ApplyFormPage > ApplyPortfolioStep,excluded,M3,,"2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Portfolio attachment is a form step, not a separate screen name",
web,/casting/apply/email,,ApplyFormPage > ApplyEmailStep,excluded,M3,,"2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Email attachment is a form step, not a separate screen name",
web,/casting/apply/phone,,ApplyFormPage > ApplyPhoneStep,excluded,M3,,"2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Phone attachment is a form step, not a separate screen name",
web,/casting/detail/:id,,CastingDetailPage,excluded,"M1,S1,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Legacy casting detail has the same recruitment/project detail purpose; route remains active despite legacy journey status,
web,/casting/drafts,,DraftsPage,excluded,"S1,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Independent list of saved recruitment drafts; legacy route is alive but normal alpha journey was not confirmed,
web,/casting/form (id absent or ?temporaryCastingId=:id),,FormFunnel,excluded,"M1,M3,S2,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Create and resumed-draft modes are the same project creation task; preview is an internal funnel step,
web,/casting/form?id=:id,,FormFunnel,excluded,"M1,M3,S2,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Query-dependent edit purpose is separated from create under M2; legacy route remains registered,
web,/casting/my-castings,,MyCastingsPage,excluded,"S1,M4,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Applied and posted are tabs/parameters of one personal project list; legacy route is alive but current normal entry was not confirmed,
web,/casting/search,,SearchPage,screen,"M1,V1",finder_search,Project-only legacy search is the same search-input purpose; content type belongs in a parameter,파인더
web,/casting/search-result,,SearchResultPage,screen,"M1,V1",finder_result_project,Legacy casting search results are project search results,파인더
web,/message-box?lineTabId=PROPOSAL (also lineTabId absent),inbox_suggestion,MessageBoxMain > ProposalTabContent,screen,"S1,M4",proposal_list,The container must not own one name for both tabs; current inbox_suggestion is absent from the contract,채티
web,/message-box?lineTabId=CASTING,inbox_suggestion,MessageBoxMain > CastingTabContent,excluded,"M1,M4",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Applied/posted are tabs of the same personal project list; current inbox_suggestion incorrectly labels this content as proposals,
web,/message-box/proposal/form (id absent),proposal_create,ProposalFormPage > ProposalFormMain,screen,"M1,S2",proposal_create,Current and contract names already match,채티
web,/message-box/proposal/form?id=:id,proposal_edit,ProposalFormPage > ProposalFormMain,screen,"M1,S2",proposal_edit,Current and contract names already match,채티
web,/message-box/proposal/form/type (id absent),,ProposalFormPage > ProposalTypeStep,screen,M3,proposal_create,Type selection is a step of proposal creation,채티
web,/message-box/proposal/form/type?id=:id,,ProposalFormPage > ProposalTypeStep,screen,M3,proposal_edit,Type selection is a step of proposal editing,채티
web,/message-box/proposal/form/portfolio (id absent),,ProposalFormPage > ProposalPortfolioStep,screen,M3,proposal_create,Portfolio attachment is a step of proposal creation,채티
web,/message-box/proposal/form/portfolio?id=:id,,ProposalFormPage > ProposalPortfolioStep,screen,M3,proposal_edit,Portfolio attachment is a step of proposal editing,채티
web,/message-box/proposal/form/email (id absent),,ProposalFormPage > ProposalEmailStep,screen,M3,proposal_create,Email attachment is a step of proposal creation,채티
web,/message-box/proposal/form/email?id=:id,,ProposalFormPage > ProposalEmailStep,screen,M3,proposal_edit,Email attachment is a step of proposal editing,채티
web,/message-box/proposal/form/phone (id absent),,ProposalFormPage > ProposalPhoneStep,screen,M3,proposal_create,Phone attachment is a step of proposal creation,채티
web,/message-box/proposal/form/phone?id=:id,,ProposalFormPage > ProposalPhoneStep,screen,M3,proposal_edit,Phone attachment is a step of proposal editing,채티
web,/message-box/proposal/detail,proposal_detail,ProposalDetailSwipe,screen,"M1,S1",proposal_detail,Current and contract names already match,채티
web,/message-box/casting-applications,,CastingApplicationsSwipe,excluded,"M1,S1,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Legacy casting applicant list has the same project-applicant-list purpose,
web,/message-box/casting-application/detail,,CastingApplicationDetailSwipe,excluded,"S1,M2,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Individual applicant review is a separate destination from the applicant overview list,
web,/message-box/my-casting-application/detail,,MyCastingApplicationDetailSwipe,excluded,"S1,M2,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Own submitted application detail is distinct from composing an application and from leader-side applicant review,
web,/gallery,,GalleryPage,screen,"S1,M2",home_gallery,Immersive exhibition/gallery with intro/outro/shutter states is a distinct destination from ordinary portfolio_detail,디스커버리
web,/report,,ReportPage,screen,"M1,S2",report_detail_input,"The route is the 직접입력 report screen, not the preceding reason-selection sheet",디스커버리
web,/share/casting/:id,,SharedCastingDetailPage,excluded,"M1,S1,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Path-parameter form of the legacy shared casting/project detail,
web,/share/casting?des=:id,,SharedCastingDetailPage,excluded,"M1,S1,V1",,2026-09-13 감사: 캐스팅(구인) 전용 웹 SPA이며 AOS·iOS 어디에도 네이티브 진입 경로(탭·딥링크·푸시·배너)가 없는 2.0 잔재입니다. Query-parameter compatibility form of the same legacy shared casting/project detail,
web,/share/feed/:id,,SharedFeedDetailPage,screen,"M1,S1",portfolio_detail,Shared and authenticated presentations of one portfolio have the same purpose,디스커버리
web,/share/feed?des=:id,,SharedFeedDetailPage,screen,"M1,S1",portfolio_detail,Query-parameter compatibility form of the same shared portfolio detail,디스커버리
