source_id,platform,original_name,original_label,original_description,original_type,original_collection,original_reachability,source_context,classification,canonical_names,child_dispatch_names,rule_ids,reason,original_sha256
IOS-139,ios,team_create,팀 만들기,"팀 이름(필수)과 소개 글, 대표 이미지를 넣어 새 팀을 만드는 화면이며 아래에 팀 운영 안내가 붙는다. 팀 목록 화면의 오른쪽 위 + 버튼, 목록 끝의 「새로운 팀을 만들어보세요」, 팀이 하나도 없을 때 뜨는 빈 화면의 「팀 만들기」 셋 중 하나로 들어온다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 139, ""excel_row"": 140}",screen,team_create,,S1,이름·소개·이미지를 넣어 새 팀을 만듭니다. 빈 목록·상단 추가·목록 끝 안내의 진입을 같은 과업으로 합칩니다.,46d4f7c944831625d819a77e7a0323eb570512b548331ce7979b05eba40ce4a0
IOS-140,ios,team_invite,팀 멤버 초대,최근 대화한 크리에이터와 내 인맥에서 고르거나 활동명·아이디로 앱 전체를 검색해 여러 명을 한 번에 팀으로 초대하는 화면. 팀장에게만 팀 페이지 위쪽에 「팀 멤버 초대」 버튼이 서고 거기서만 들어올 수 있다.,push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 140, ""excel_row"": 141}",screen,team_invite,,S1,인맥·최근 대화·검색에서 여러 사람을 골라 초대합니다. 대상 선택·제출이 있는 독립 과업이므로 팀 멤버 조회와 나눕니다.,254f5e536f4d51d6cf12dfbaedf54529f3408d5baf3acae3ae6564409930cc22
IOS-141,ios,team_list,팀 목록 (내 팀 · 합류 요청 인박스),"내가 속한 팀 카드들과 아직 답하지 않은 「팀 초대 요청」을 한 화면에 모아 보여 주고, 요청을 여기서 수락·거절하거나 아래 버튼으로 새 팀을 만든다. 채티(채팅) 탭 헤더의 팀 버튼으로 들어온다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 141, ""excel_row"": 142}",screen,team_list,,M1;S1,AOS 팀 홈과 iOS 팀 목록은 내 팀·합류 요청을 보고 응답하는 목적지입니다. 9/8 양쪽 코드에서 해당 구성을 확인했으며 3.0 실기기 일치는 별도 확인합니다.,25cf74e9b7cc7d62c0705b8f7beb5bee75422bb7b131c8d1d48fb15ea63ba6da
IOS-142,ios,team_detail,팀 상세 (팀 페이지),"한 팀의 대표 이미지·이름 아래 「팀 포폴 · 팀 소개 · 팀 멤버」 세 탭을 보여 주는 팀 페이지로, 팀장에게는 정보 수정과 「팀 멤버 초대」 버튼이 나머지 사람에게는 팔로우 버튼이 선다. 팀 목록·홈 피드·작업물 상세·인맥 관리·팀 채팅방 등 팀 이름이 보이는 자리 곳곳에서 들어오고 딥링크로도 열린다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 142, ""excel_row"": 143}",screen,team_detail,,M4;S1,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,d7febbb20c1d4e31d75677275be826af7f3ff8b29dcbbc25ef66de8ed0994b4c
IOS-143,ios,team_detail_member,팀 상세 — 멤버 탭,"팀에 속한 사람들을 활동명과 직업으로 늘어놓고 눌러서 그 사람 프로필로 갈 수 있으며, 팀장은 멤버를 내보내고 팀원은 자기 줄에서 팀을 나간다(아직 답하지 않은 초대는 「수락 대기중」으로만 표시된다). 팀 초대·합류 알림을 누르면 이 탭이 열린 채로 들어온다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 143, ""excel_row"": 144}",screen,team_detail,,M4;S1,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,9d995e319117933aa82178eea39599ad1e381de2b218bb50e0cc8dbcabaa100d
IOS-144,ios,team_detail_introduction,팀 상세 — 소개 탭,"팀 팔로워 수, 팀 포폴 조회 수, 팀 리스펙트 수를 나란히 보여 주고 그 아래 팀 소개 글을 읽는 탭. 팀 페이지에서 탭을 눌러 보며, 딥링크로 이 탭이 열린 채 진입할 수도 있다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 144, ""excel_row"": 145}",screen,team_detail,,M4;S1,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,0b7a598a93b962d8fb45fce9df76c6926db27f512ee2708719d7f2dc3f387201
IOS-145,ios,team_edit,팀 수정 (팀 해체 진입점),"이미 만든 팀의 이름·소개·대표 이미지를 고치는 화면으로, 맨 아래 「팀 해체하기」가 팀을 없애는 유일한 길이다. 팀 페이지 대표 이미지에 붙은 연필 버튼으로 들어오고, 팀장이 팀 채팅방을 나가려 하면 「팀을 해체해야 채팅방에서 나갈 수 있어요」 안내를 거쳐 여기로 온다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 145, ""excel_row"": 146}",screen,team_edit,,S1,팀 정보를 바꾸거나 해체를 시작합니다. 팀 조회와 나누고 해체 확인 알럿을 수정 화면 재진입으로 세지 않습니다.,0c956470d16be6a7b8181b9fcaecbe9a2888a66f9b54d9b4e5c158281b909c71
IOS-146,ios,setting_2fa,2단계 인증 (2FA),"로그인할 때 이메일 인증을 한 번 더 거치게 하는 2단계 인증을 켜는 화면으로, 「이메일 인증」을 누르면 인증 절차가 전체 화면으로 뜬다. 이미 켜져 있으면 「2단계 인증이 설정됐어요」 안내와 이메일 인증 관리로 가는 행이 대신 보인다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 146, ""excel_row"": 147}",screen,settings_2fa,,S1,추가 이메일 인증의 상태를 확인하고 설정합니다. 로그인 관문과 나누고 설정 완료 안내는 결과로 기록합니다.,266c2ae43854f828f23240f4edcadf332b35280e18493f63993702bdd2ec20a4
IOS-147,ios,setting_2fa_completed,2단계 인증 설정 완료,"2단계 인증 설정을 마쳤다고 알려 주는 안내 화면. 이메일 인증을 끝내면 바로 뜨고, 「확인」을 누르면 앞 화면으로 돌아간다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 147, ""excel_row"": 148}",action,,,A2,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다. 이전 표의 화면 채택을 철회했습니다.,be6877071693c19416fc14e1319d861eca7a650f4a48f0d825591ecb1efdb992
IOS-148,ios,setting_2fa_email,2단계 인증(2FA) 추가 — 이메일 인증 관리,"2단계 인증에 쓰기로 한 이메일 주소를 가운데를 가린 형태로 보여 주고, 스위치 하나로 이메일 인증을 켜고 끄는 화면(다시 켜면 인증 절차가 전체 화면으로 뜬다). 2단계 인증이 이미 켜져 있을 때만 앞 화면에 이리로 오는 행이 생긴다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 148, ""excel_row"": 149}",screen,settings_2fa_email,,S1,추가 인증에 쓰는 이메일·사용 여부를 관리합니다. 연락용 이메일과 나누고 다시 켤 때의 코드 입력은 별도 목적지입니다.,9b02f0eb520166e523deb947d134bcb7d56064afbf86c37d81e0f56ddbb0f7fb
IOS-149,ios,setting_personal_info_disagree,개인정보 이용 동의 철회,"동의를 철회하면 프로필 정보가 모두 삭제되고 프로필 등록·AI 추천사·카드 공유·파인더 일부 기능을 못 쓰게 된다고 안내한 뒤, 확인 알럿(프로필을 비공개로 돌리는 대안도 함께 준다)을 거쳐 철회하고 프로필 탭으로 돌려보낸다. 앱 안에 이 화면을 여는 버튼이 없고 딥링크로만 열린다.",push,제안,딥링크 전용,"{""sheet"": ""화면 목록"", ""data_row"": 149, ""excel_row"": 150}",screen,settings_personal_info_withdraw,,M2;S2,동의 철회로 이용 가능 기능이 달라지는 과업입니다. 동의하기와 분리합니다.,d2933cc76961720d1cc4e75428e7d57a1c5507b5d03283c5c74f028e98187739
IOS-150,ios,setting_personal_info_agree,개인정보 이용 동의하기,"프로필을 명함처럼 공유하고 파인더·홈 피드에 노출되는 등 동의하면 할 수 있는 일들을 알려 주고 「동의하기」로 개인정보 수집·이용에 동의하는 화면. 앱 안에 여는 자리가 없고 딥링크로만 열리며, 가입 직후 뜨는 강제 동의 화면과는 다른 화면이다.",push,제안,딥링크 전용,"{""sheet"": ""화면 목록"", ""data_row"": 150, ""excel_row"": 151}",screen,settings_personal_info_consent,,M2;S2,기존 계정의 동의 과업입니다. 동의 철회 및 로그인 후 강제 재동의와 결과가 다릅니다.,9ed6157c05bce93175b153a11bb1e03ad4dc17a7f37b4520d025551f9f74942d
IOS-151,ios,setting_account,계정,"지금 로그인한 계정(이메일·카카오·애플·구글)이 무엇인지 아이콘과 주소로 보여 주고, 공개 범위·비밀번호 변경·2단계 인증으로 넘어가거나 회원 탈퇴를 시작하는 화면. 비밀번호 변경과 2단계 인증 행은 이메일로 가입한 계정에만 보인다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 151, ""excel_row"": 152}",screen,settings_account,,S1,로그인 계정과 인증·탈퇴 설정을 관리합니다. 프로필 연락처와 계정 자격 관리는 과업이 달라 나눕니다.,86238cd02ac4cf7904de133f4897ce7823e44e1ddd23c08d81841129a589c8a6
IOS-152,ios,setting_account_delete_password,계정 삭제 비밀번호 확인,"탈퇴 사유를 고른 뒤 본인 확인으로 비밀번호를 입력받는 단계로, 이메일로 가입한 계정만 거친다(소셜 계정은 각 소셜 로그인 재인증으로 대신한다). 비밀번호를 여러 번 틀려 잠기면 화면이 ""비밀번호를 잊으셨나요?""로 바뀌며 재설정으로 넘어간다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 152, ""excel_row"": 153}",screen,account_delete_password,,S1,이메일 가입자의 탈퇴 전 본인 확인입니다. 소셜 재인증·복구 분기를 이 비밀번호 화면으로 추정하지 않습니다.,0e69c1fe5d9b5f7dc80585fbb19fdbf9d9104ad0b8812a631c6a0df34ea9d5ef
IOS-153,ios,setting_account_delete_confirm,계정 삭제 최종 확인,"""정말 탈퇴하시겠어요?""라며 계정을 지우면 복구할 수 없으니 데이터를 미리 백업하라고 알리고, 돌아가기·삭제하기 중 하나를 고르게 하는 마지막 단계. 삭제하면 탈퇴 완료 안내가 뜨고 확인을 누르는 순간 로그아웃된다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 153, ""excel_row"": 154}",screen,account_delete_confirm,,S1,계정 삭제의 되돌릴 수 없는 결과를 확인하고 최종 결정합니다. 선택이 삭제를 결정하므로 일반 완료 알림과 구분해 셉니다.,080d3d9a3e959f32fd3eaafdc505325c9abee1e5eb563c688e8fd0ac5308b8b7
IOS-154,ios,setting_customer_service,고객센터,"문의 창구를 모아 둔 목록으로, 서비스 동의 화면으로 가거나 이메일 문의를 시작할 수 있다. 이메일 문의를 고르면 확인을 거쳐 메일 작성 화면이 열리고, 메일을 못 여는 기기에서는 문의 주소를 알려 준다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 154, ""excel_row"": 155}",screen,support_home,,S1,문의 채널과 도움말로 이동하는 지원 목록입니다. 메일 작성 선택과 OS 메일 작성기 자체를 고객센터 조회에 합치지 않습니다.,db2640f6166c54249d053c8c98aa0084508a9e2116f0226e3983943d6f606112
IOS-155,ios,setting_visibility,공개 범위,"내 정보를 누구에게까지 보일지 다루는 갈림길 화면으로, 프로필 공개 설정과 차단한 사용자 목록 두 갈래로 나뉜다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 155, ""excel_row"": 156}",screen,settings_visibility,,S1,프로필 공개·차단 관리로 이동하는 허브입니다. 공개 값을 직접 바꾸는 프로필 공개 과업과 나눕니다.,55b2fdb009359c182ab9d473ca604ee8e05e58dd136f84ad682e164dc60aba5c
IOS-156,ios,setting_contents_comments,내 댓글 및 답글,"내가 남긴 댓글과 답글을 모아 보는 화면. 포폴·영감 두 칩으로 나눠 개수와 함께 보여 주고, 항목을 누르면 그 댓글이 달린 콘텐츠로 이동한다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 156, ""excel_row"": 157}",screen,settings_contents_comments,,S1,내 댓글·답글을 모아 봅니다. 포트폴리오·영감 칩은 대상 구분이며 특정 콘텐츠의 전체 댓글 조회와 나눕니다.,ead39825b41889a9745f340c3c55a1e45852d0ba5cb0930cc36d3133bb7e7030
IOS-157,ios,setting_contents_respected,리스펙트한 포트폴리오,"내가 리스펙트를 누른 포트폴리오를 총 개수와 함께 2열 카드로 모아 보여 준다. 카드를 누르면 상세로 들어가 목록을 좌우로 넘겨 가며 이어 볼 수 있고, 하나도 없으면 둘러보기 버튼으로 홈으로 보낸다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 157, ""excel_row"": 158}",screen,settings_contents_respected,,S1,내가 리스펙트한 작업물 목록입니다. 한 작업물에 반응한 사람 목록과 질문이 달라 respect_list와 나눕니다.,e69d86372f807fd55574444883c8d48d12266e0aa9db03fc56545756c9f20613
IOS-158,ios,bookmark_creator,북마크 — 크리에이터 탭,"내가 저장해 둔 크리에이터를 모아 보는 탭. 설정의 북마크를 누르면 이 탭으로 먼저 들어오고, 칩을 누르거나 옆으로 밀면 저장한 포트폴리오 탭으로 넘어간다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 158, ""excel_row"": 159}",screen,bookmark_creator,,S1,저장한 크리에이터를 다시 찾습니다. 저장 작업물과 대상이 다르며 저장 완료 토스트는 목록 방문으로 세지 않습니다.,226f482ecfdf3fe67ffaa21c00baba7b5aa03d7568cf97a6aad76587c4c40ef7
IOS-159,ios,bookmark_portfolio,북마크 — 포트폴리오 탭,"내가 저장해 둔 포트폴리오를 모아 보는 탭. 포트폴리오를 저장했을 때 뜨는 토스트의 ""북마크 보기""를 누르면 바로 이 탭으로 오고, 설정에서 들어올 때는 크리에이터 탭에서 옆으로 밀어 닿는다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 159, ""excel_row"": 160}",screen,bookmark_portfolio,,S1,저장한 작업물을 다시 찾습니다. 설정·저장 안내의 유입은 합치고 작품 상세 방문과 나눕니다.,5dd238051a50485f90855bafce4f9b6032593e5d78d605d457f6859c6057fe75
IOS-160,ios,setting_reset_password,비밀번호 재설정 — 새 비밀번호 입력,"이메일 인증을 마친 다음 새 비밀번호를 입력하고 한 번 더 확인 입력하는 단계로, 8자 이상 등 조건 충족 여부를 입력 중에 알려 준다. 계정 삭제 도중 비밀번호가 잠겼을 때 이어지며, 마치면 자동으로 다시 로그인되거나 실패 시 로그아웃된다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 160, ""excel_row"": 161}",screen,reset_password_new,,S1,계정 복구를 위해 새 비밀번호를 확정합니다. 현재 비밀번호 확인부터 시작하는 설정의 비밀번호 변경과 구분합니다.,927c0eb3887ebf35b34a51070870ce5d1cbcce0bd171bf3e9e784dccd7f660b2
IOS-161,ios,setting_service_agreement,서비스 동의,"광고성 정보 수신처럼 선택으로 받는 동의 항목을 켜고 끄는 화면. 항목마다 ""보기""로 약관 전문을 띄워 볼 수 있고, 항목 구성은 서버가 내려주는 대로 바뀐다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 161, ""excel_row"": 162}",screen,settings_agreements,,S1,선택 동의의 현재 상태를 바꾸는 설정입니다. AOS 이름만 보면 전문 읽기처럼 보여 실제 토글 기능의 대응을 확인해야 합니다.,2775cf5ce6861c8e487591b9b5255959a0df92578b6678b7553f4156d977f2d0
IOS-162,ios,setting_home,설정 홈,"계정·알림·인맥 관리·북마크·콘텐츠와 고객센터·로그아웃이 늘어선 설정 첫 화면으로, 맨 아래에 사업자 정보와 이용약관·개인정보 처리방침·앱 버전이 붙는다. Muse 등급인 사용자에게만 맨 위에 Muse 특권 안내 섹션이 더 보인다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 162, ""excel_row"": 163}",screen,settings_home,,S1,계정·알림·인맥·북마크 설정의 출발점입니다. AOS my_page_menu와 iOS 162행이 같은 허브이므로 settings_home으로 통일합니다.,88bcd635996a83199012681e56d5a0aaa3b9cd97e7d384f6baf01407a2a2617e
IOS-163,ios,setting_notification,알림 설정,"푸시 알림을 받을지와 반응·관계·소식·채티 네 갈래 알림을 각각 켜고 끄는 화면. 맨 위 푸시 알림 행을 누르면 iOS 시스템 설정으로 넘어가고, 시스템 푸시가 꺼져 있으면 아래 네 토글은 손댈 수 없다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 163, ""excel_row"": 164}",screen,settings_notification,,S1,앱 알림의 종류별 수신 여부를 바꿉니다. OS 푸시 설정으로 이동하는 조작은 기록하되 시스템 화면에 앱 이름을 만들지 않습니다.,5e1440224c32072bd7e91c05b096269502d50702ca8f0bcba09c325ba79fd5ac
IOS-164,ios,setting_contents_liked,좋아요한 콘텐츠,내가 좋아요를 누른 콘텐츠를 개수와 함께 모아 보는 화면. 현재 분류는 영감 하나뿐이라 사실상 좋아요한 영감 목록이다.,push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 164, ""excel_row"": 165}",screen,settings_contents_liked,,S1,내가 좋아요한 콘텐츠 목록입니다. 현재 영감뿐이어도 개인 활동으로 모은 집합이므로 일반 영감 탐색과 나눕니다.,34ef5671711ec0f88f6ef7ce8be20c3cbe85f2c7b99b227f706d6998057628f9
IOS-165,ios,setting_blocked_members,차단한 사용자,"내가 차단한 사람을 이름·직군과 함께 목록으로 보여 주고, 각 줄의 ""차단 해제하기""로 차단을 풀 수 있다. 프로필 사진을 누르면 그 사람 프로필로 넘어가며, 아무도 없으면 ""차단한 사용자가 아직 없어요""만 뜬다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 165, ""excel_row"": 166}",screen,settings_blocked_members,,S1,차단한 사람을 확인·해제합니다. 빈 목록은 같은 목적지이고 해제 결과를 새 화면으로 만들지 않습니다.,2289bbc1d0de3aa82d3878ed72b38eeece5b386e529ee171e033c5cb77721e86
IOS-166,ios,setting_contents,콘텐츠,설정 목록의 「콘텐츠」 행으로 들어가는 내 활동 모음. 내가 리스펙트한 작업물·좋아요한 글·내가 쓴 댓글과 답글 세 갈래 중 하나를 골라 각 목록으로 넘어간다.,push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 166, ""excel_row"": 167}",screen,settings_contents,,S1,내 댓글·리스펙트·좋아요 목록으로 이동하는 활동 허브입니다. 콘텐츠를 직접 보는 하위 목록과 나눕니다.,0772e8f5408d2bc2629f2f838c25c12d61aace23591c0e9f08ce38a8e1f780fc
IOS-167,ios,setting_visibility_profile,프로필 공개 범위,"내 프로필을 「전체 공개」로 둘지 「비공개」로 둘지 라디오로 고르는 화면. 설정의 「공개 범위」 목록과 프로필 공유 흐름 양쪽에서 들어오는데, 공유 흐름으로 들어와 전체 공개로 바꾸면 뒤로 나갈 때 내 프로필 미리보기가 이어서 뜬다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 167, ""excel_row"": 168}",screen,settings_visibility_profile,,S1,프로필 전체 공개·비공개를 정합니다. 설정·공유 흐름의 진입 차이는 같은 과업으로 합칩니다.,cb144c5ed558ab5b1a4d40960d32d5ae026b6578540739bc678f1466d30cc0e5
IOS-168,ios,setting_2fa_email_verify,2FA 이메일 인증번호 입력,2단계 인증(2FA)을 켤 때 가입 이메일로 보낸 6자리 인증번호를 자체 숫자패드로 입력하는 전면 화면. 제한 시간 3분이 지나거나 번호가 틀리면 「완료」 버튼이 「인증번호 다시 받기」로 바뀐다.,fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 168, ""excel_row"": 169}",screen,settings_2fa_email_verify,,S1,추가 인증을 켤 권한을 이메일 코드로 확인합니다. 로그인 때 거치는 추가 인증과 목적이 달라 나눕니다.,3743425aadddaec6233cf1f9ed8369466fde0e0560dde35d225e8f6851561b0f
IOS-169,ios,setting_muse_privileges,Muse 특권 안내 (웹뷰),"Muse 등급이 받는 혜택을 설명하는 웹 페이지. 설정 화면 맨 위에 Muse 사용자에게만 보이는 「이 플랫폼의 기준, Muse 특권 안내」 줄을 눌러 연다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 169, ""excel_row"": 170}",screen,settings_muse_privileges,,S1,Muse 혜택을 설명하는 웹 목적지입니다. 다른 URL을 같은 웹뷰로 열었다는 이유만으로 이 이름을 보내지 않습니다.,186d075c9cf2b3fb82063dc8a3ab72efb23686ebd3ec49dbc10ca8394d44fc3d
IOS-170,ios,setting_personal_info_document,개인정보 수집ㆍ이용 안내 문서,개인정보 수집·이용 동의(또는 철회) 화면 아래 「개인정보 수집 및 이용 안내 보기」를 눌러 여는 안내문 전문(웹). 그 부모 화면 자체가 딥링크로만 열려 앱 안에서 눌러 들어가는 길은 없다.,fullScreenCover,제안,딥링크 전용,"{""sheet"": ""화면 목록"", ""data_row"": 170, ""excel_row"": 171}",screen,agreement_document,,M1;S1,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,970343d4ba762060313109a3b8f912f15ba1db37b4f165741d25276b0761bed2
IOS-171,ios,setting_privacy_policy,개인정보 처리방침 전문,"개인정보를 어떻게 다루는지 적힌 처리방침 전문을 읽기만 하는 웹 문서. 설정 화면 맨 아래 앱 버전이 적힌 푸터의 「개인정보 처리방침」을 눌러 열고, 문서 안에서 하위 항목으로 들어가면 닫기 버튼이 뒤로가기로 바뀐다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 171, ""excel_row"": 172}",screen,agreement_document,,M1;S1,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,cd0156ac3a06829a22da8f608e47fcd0de721bb5b5ef8e9453ff97310166284c
IOS-172,ios,setting_ad_info_agreement_document,광고성 정보 수신 동의 안내 문서,「서비스 동의」 화면에 놓인 단 하나의 동의 항목인 광고성 정보 수신 동의가 어떤 내용인지 적힌 약관 전문. 그 항목 옆 「보기」를 누르면 화면 전체를 덮으며 뜬다.,fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 172, ""excel_row"": 173}",screen,agreement_document,,M1;S1,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,36498c4e68b0963d70b49c8532e71fd0556b3eab15edd496a46562265639c90d
IOS-173,ios,setting_change_password,비밀번호 변경,"현재 비밀번호 확인 → 새 비밀번호 입력 → 한 번 더 확인을 한 화면 안에서 단계별로 밟아 비밀번호를 바꾼다. 「계정」 화면의 「비밀번호 변경」에서 열리고, 입력하다 닫으려 하면 「다음에 변경할까요?」로 되묻는다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 173, ""excel_row"": 174}",screen,settings_change_password,,S1,현재 비밀번호를 확인하고 새 값을 저장합니다. 세 입력 단계는 하나의 변경 과업이며 인증을 잃어 복구하는 재설정과 나눕니다.,680661883808bd6b78a542fecd71c5ce11045481cca5af0b98783341c8ecc2c2
IOS-174,ios,setting_reset_password_verify_email,비밀번호 재설정 — 이메일 인증번호 입력,가입 이메일로 보낸 6자리 인증번호를 숫자패드로 입력해 본인을 확인하고 새 비밀번호 설정으로 넘어간다. 계정 삭제 화면에서 비밀번호를 거듭 틀려 계정이 잠긴 탓에 버튼이 「비밀번호 재설정」으로 바뀐 경우에만 열린다.,fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 174, ""excel_row"": 175}",screen,reset_password_verify,,S1,비밀번호 재설정 권한을 인증번호로 확인합니다. 가입 인증과 입력 화면이 같아도 계정 복구 목적이므로 이름을 나눕니다.,a9f17ebf9e55203b85961f53cf0ae1e45115ad58262ea2e7d05428459114c5c5
IOS-175,ios,setting_terms_of_service,이용 약관 전문,서비스 이용 약관 전문을 읽기만 하는 웹 문서. 설정 화면 맨 아래 앱 버전이 적힌 푸터의 「이용 약관」을 눌러 연다.,fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 175, ""excel_row"": 176}",screen,agreement_document,,M1;S1,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,09b00364294bf9c4343a31b1a172cba255aedab69d6afb4d5c74fd7beac875dd
IOS-176,ios,setting_account_delete_reason_input,탈퇴 사유 직접 입력 (기타),"계정을 삭제하려는 이유를 자유롭게 적어 넣는 「직접 입력」 화면. 탈퇴 사유 목록에서 「기타」를 고른 경우에만 뜨고, 한 글자라도 적어야 「다음」이 눌린다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 176, ""excel_row"": 177}",screen,account_delete_reason_input,,M2;S2,사유 선택 뒤 기타를 고른 경우 별도로 열리는 입력 목적지입니다. 선택 화면과 입력 이탈을 구분합니다.,335dd32af7b223a4f9b5960e3d741cf3e74ee979abb8e13b0ac2e87aa3a3c38b
IOS-177,ios,setting_customer_service_email,이메일 문의 작성 (시스템 메일 작성기),"고객센터의 「이메일 문의」를 누르고 확인 팝업에서 보내기를 고르면 열리는 iOS 기본 메일 작성기로, 고객센터 주소가 받는 사람에 미리 채워져 있다. 앱이 그린 화면이 아니라 OS 화면이며, 기기에 메일 계정이 없으면 대신 안내 알럿이 뜬다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 177, ""excel_row"": 178}",system,,,X1,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,1e6fb19930501be6d373902b6e949dbb635213392e27e645aaabe0f00965ed47
IOS-178,ios,setting_account_delete_reason,회원 탈퇴 사유 선택 (바텀시트),"「탈퇴 이유를 알려주실 수 있을까요?」와 함께 준비된 사유를 하나 고르게 하는 탈퇴 첫 단계 시트. 「계정」 화면의 「회원 탈퇴」에서 열리고, 「기타」를 고르면 사유를 직접 적는 화면으로 이어진다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 178, ""excel_row"": 179}",screen,account_delete_reason,,S2,탈퇴 이유를 선택해 삭제 절차를 시작합니다. 본인 확인·최종 삭제 결정과 나누고 기타 직접 입력도 별도 목적지입니다.,61a9b2265f7b335bf05cddba1acd51ca4fbaab4d77943ece2379d9b1a02ff969
IOS-179,ios,upload_image_edit,업로드 이미지 편집(크롭·비율),"올릴 사진을 고른 직후 반드시 거치는 편집 화면으로, 확대·이동으로 잘라낼 영역을 맞춘다. 포트폴리오 이미지는 3:4·9:16·4:3·1:1 중 고른 비율이 모든 이미지에 함께 적용되고, 프로젝트 배경 이미지는 비율 선택 없이 회전만 조정한다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 179, ""excel_row"": 180}",screen,media_image_edit,,M1;S2,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,54c0549e19a5fccaf522a19cadc4f191e215c69171ea5d599a6e76778874ee36
